"Order ID";"Order Date";"Ship Date";"Ship Mode"
"CA-2017-133711";"26/11/2017";"29/11/2017";"First Class"
"CA-2017-133711";"26/11/2017";"29/11/2017";"First Class"
"CA-2018-148474";"12/6/18";"19/06/2018";"Standard Class"
"CA-2018-148474";"12/6/18";"19/06/2018";"Standard Class"
"CA-2016-111297";"17/08/2016";"21/08/2016";"Standard Class"
"CA-2017-123722";"25/09/2017";"1/10/17";"Standard Class"
"CA-2015-155271";"4/5/15";"4/5/15";"Same Day"
"CA-2016-119907";"1/12/16";"8/12/16";"Standard Class"
"US-2017-128902";"11/3/17";"15/03/2017";"Standard Class"
"CA-2017-152289";"26/08/2017";"28/08/2017";"First Class"
"CA-2017-152289";"26/08/2017";"28/08/2017";"First Class"
"US-2017-104794";"16/12/2017";"19/12/2017";"First Class"
"CA-2015-151708";"8/8/15";"14/08/2015";"Standard Class"
"CA-2015-151708";"8/8/15";"14/08/2015";"Standard Class"
"CA-2016-100769";"16/05/2016";"16/05/2016";"Same Day"
"CA-2018-139199";"9/12/18";"13/12/2018";"Standard Class"
"CA-2018-139199";"9/12/18";"13/12/2018";"Standard Class"
"CA-2018-139199";"9/12/18";"13/12/2018";"Standard Class"
"US-2016-161466";"24/09/2016";"27/09/2016";"Second Class"
"CA-2018-164959";"11/7/18";"15/07/2018";"Standard Class"
"US-2016-105676";"1/12/16";"2/12/16";"Same Day"
"CA-2017-113138";"19/11/2017";"25/11/2017";"Standard Class"
"CA-2017-113138";"19/11/2017";"25/11/2017";"Standard Class"
"US-2018-104955";"19/03/2018";"24/03/2018";"Standard Class"
"CA-2017-121958";"13/11/2017";"17/11/2017";"Standard Class"
"CA-2018-121468";"19/11/2018";"20/11/2018";"First Class"
"US-2017-108455";"2/12/17";"8/12/17";"Standard Class"
"US-2017-108455";"2/12/17";"8/12/17";"Standard Class"
"US-2017-108455";"2/12/17";"8/12/17";"Standard Class"
"CA-2018-101210";"25/08/2018";"28/08/2018";"Second Class"
"CA-2018-101210";"25/08/2018";"28/08/2018";"Second Class"
"US-2017-108098";"14/10/2017";"18/10/2017";"Standard Class"
"CA-2015-119032";"27/11/2015";"3/12/15";"Standard Class"
"CA-2016-140410";"3/11/16";"7/11/16";"Standard Class"
"CA-2016-140410";"3/11/16";"7/11/16";"Standard Class"
"CA-2016-140410";"3/11/16";"7/11/16";"Standard Class"
"CA-2015-136280";"29/11/2015";"6/12/15";"Standard Class"
"CA-2018-151911";"30/04/2018";"5/5/18";"Second Class"
"CA-2018-166436";"24/11/2018";"28/11/2018";"Standard Class"
"CA-2018-166436";"24/11/2018";"28/11/2018";"Standard Class"
"CA-2018-139661";"30/10/2018";"3/11/18";"Standard Class"
"CA-2015-123925";"17/12/2015";"19/12/2015";"Second Class"
"CA-2018-152485";"4/9/18";"8/9/18";"Standard Class"
"CA-2018-152485";"4/9/18";"8/9/18";"Standard Class"
"CA-2018-152485";"4/9/18";"8/9/18";"Standard Class"
"CA-2017-141586";"17/10/2017";"20/10/2017";"First Class"
"CA-2018-130386";"12/11/18";"18/11/2018";"Standard Class"
"CA-2018-130386";"12/11/18";"18/11/2018";"Standard Class"
"CA-2018-130386";"12/11/18";"18/11/2018";"Standard Class"
"CA-2017-100468";"24/11/2017";"1/12/17";"Standard Class"
"CA-2017-100468";"24/11/2017";"1/12/17";"Standard Class"
"CA-2016-153388";"1/8/16";"7/8/16";"Standard Class"
"CA-2016-153388";"1/8/16";"7/8/16";"Standard Class"
"CA-2018-154935";"24/12/2018";"29/12/2018";"Standard Class"
"CA-2017-134208";"17/09/2017";"23/09/2017";"Standard Class"
"CA-2018-108294";"10/12/18";"10/12/18";"Same Day"
"CA-2018-103611";"12/9/18";"15/09/2018";"First Class"
"CA-2018-100384";"24/06/2018";"1/7/18";"Standard Class"
"CA-2018-100384";"24/06/2018";"1/7/18";"Standard Class"
"CA-2018-112809";"18/08/2018";"22/08/2018";"Standard Class"
"CA-2018-112809";"18/08/2018";"22/08/2018";"Standard Class"
"CA-2018-112809";"18/08/2018";"22/08/2018";"Standard Class"
"US-2018-160759";"11/12/18";"17/12/2018";"Standard Class"
"CA-2018-148446";"10/12/18";"14/12/2018";"Second Class"
"CA-2015-111059";"3/2/15";"6/2/15";"Second Class"
"CA-2015-111059";"3/2/15";"6/2/15";"Second Class"
"CA-2018-116204";"11/2/18";"14/02/2018";"Second Class"
"CA-2018-109946";"16/04/2018";"21/04/2018";"Standard Class"
"CA-2016-144806";"6/12/16";"11/12/16";"Standard Class"
"CA-2016-144806";"6/12/16";"11/12/16";"Standard Class"
"CA-2016-144806";"6/12/16";"11/12/16";"Standard Class"
"CA-2016-144806";"6/12/16";"11/12/16";"Standard Class"
"CA-2016-144806";"6/12/16";"11/12/16";"Standard Class"
"CA-2017-122392";"22/07/2017";"27/07/2017";"Standard Class"
"CA-2017-122392";"22/07/2017";"27/07/2017";"Standard Class"
"CA-2016-148432";"7/11/16";"10/11/16";"Second Class"
"CA-2016-148432";"7/11/16";"10/11/16";"Second Class"
"CA-2016-103793";"26/03/2016";"31/03/2016";"Standard Class"
"CA-2018-159884";"31/08/2018";"5/9/18";"Standard Class"
"CA-2018-159884";"31/08/2018";"5/9/18";"Standard Class"
"CA-2017-139885";"4/12/17";"8/12/17";"Standard Class"
"CA-2018-124086";"10/2/18";"14/02/2018";"Standard Class"
"CA-2017-112389";"29/10/2017";"2/11/17";"Standard Class"
"CA-2017-112389";"29/10/2017";"2/11/17";"Standard Class"
"CA-2018-121888";"15/09/2018";"17/09/2018";"Second Class"
"CA-2018-121888";"15/09/2018";"17/09/2018";"Second Class"
"CA-2018-121888";"15/09/2018";"17/09/2018";"Second Class"
"CA-2018-121888";"15/09/2018";"17/09/2018";"Second Class"
"CA-2015-166884";"11/3/15";"16/03/2015";"Second Class"
"CA-2015-166884";"11/3/15";"16/03/2015";"Second Class"
"CA-2015-107181";"4/2/15";"8/2/15";"Standard Class"
"CA-2015-107181";"4/2/15";"8/2/15";"Standard Class"
"CA-2015-150245";"31/12/2015";"4/1/16";"Second Class"
"CA-2016-111395";"23/11/2016";"27/11/2016";"Standard Class"
"CA-2016-111395";"23/11/2016";"27/11/2016";"Standard Class"
"CA-2016-111395";"23/11/2016";"27/11/2016";"Standard Class"
"CA-2015-134278";"6/7/15";"8/7/15";"First Class"
"US-2018-124926";"13/11/2018";"18/11/2018";"Second Class"
"CA-2017-159345";"17/06/2017";"22/06/2017";"Standard Class"
"CA-2015-130274";"3/5/15";"5/5/15";"First Class"
"CA-2018-158386";"16/10/2018";"21/10/2018";"Standard Class"
"CA-2016-111507";"6/2/16";"13/02/2016";"Standard Class"
"CA-2018-120761";"4/9/18";"8/9/18";"Standard Class"
"CA-2017-109176";"9/5/17";"15/05/2017";"Standard Class"
"CA-2017-109176";"9/5/17";"15/05/2017";"Standard Class"
"CA-2016-112116";"16/03/2016";"18/03/2016";"Second Class"
"CA-2017-126809";"9/4/17";"13/04/2017";"Standard Class"
"CA-2015-105172";"4/4/15";"9/4/15";"Standard Class"
"CA-2018-107293";"5/9/18";"6/9/18";"First Class"
"US-2018-102890";"30/06/2018";"30/06/2018";"Same Day"
"CA-2016-158554";"9/11/16";"9/11/16";"Same Day"
"CA-2015-116239";"4/3/15";"4/3/15";"Same Day"
"CA-2016-132101";"19/03/2016";"25/03/2016";"Standard Class"
"CA-2016-129112";"29/11/2016";"30/11/2016";"First Class"
"CA-2016-129112";"29/11/2016";"30/11/2016";"First Class"
"US-2018-152002";"11/6/18";"11/6/18";"Same Day"
"CA-2018-165029";"26/11/2018";"30/11/2018";"Standard Class"
"US-2015-157385";"23/11/2015";"25/11/2015";"First Class"
"US-2015-157385";"23/11/2015";"25/11/2015";"First Class"
"US-2015-157385";"23/11/2015";"25/11/2015";"First Class"
"US-2015-157385";"23/11/2015";"25/11/2015";"First Class"
"CA-2015-101602";"15/12/2015";"18/12/2015";"First Class"
"CA-2015-101602";"15/12/2015";"18/12/2015";"First Class"
"CA-2017-109057";"22/04/2017";"27/04/2017";"Standard Class"
"CA-2017-154403";"23/05/2017";"27/05/2017";"Standard Class"
"CA-2017-102456";"27/02/2017";"1/3/17";"First Class"
"CA-2016-131338";"9/8/16";"12/8/16";"First Class"
"CA-2016-131338";"9/8/16";"12/8/16";"First Class"
"CA-2016-131338";"9/8/16";"12/8/16";"First Class"
"CA-2016-131338";"9/8/16";"12/8/16";"First Class"
"CA-2016-131338";"9/8/16";"12/8/16";"First Class"
"CA-2016-131338";"9/8/16";"12/8/16";"First Class"
"CA-2016-131338";"9/8/16";"12/8/16";"First Class"
"CA-2016-131338";"9/8/16";"12/8/16";"First Class"
"CA-2016-131338";"9/8/16";"12/8/16";"First Class"
"CA-2016-131338";"9/8/16";"12/8/16";"First Class"
"CA-2017-109911";"12/5/17";"16/05/2017";"Standard Class"
"US-2017-132423";"15/04/2017";"19/04/2017";"Standard Class"
"US-2017-132423";"15/04/2017";"19/04/2017";"Standard Class"
"CA-2016-122826";"23/06/2016";"25/06/2016";"Second Class"
"CA-2015-117317";"19/10/2015";"19/10/2015";"Same Day"
"CA-2016-118423";"24/03/2016";"27/03/2016";"First Class"
"CA-2018-149181";"8/5/18";"12/5/18";"Standard Class"
"CA-2018-132234";"16/10/2018";"18/10/2018";"First Class"
"CA-2018-158876";"19/11/2018";"21/11/2018";"Second Class"
"CA-2018-158876";"19/11/2018";"21/11/2018";"Second Class"
"CA-2018-158876";"19/11/2018";"21/11/2018";"Second Class"
"CA-2018-158876";"19/11/2018";"21/11/2018";"Second Class"
"CA-2017-164672";"8/5/17";"13/05/2017";"Second Class"
"US-2017-132857";"11/12/17";"17/12/2017";"Standard Class"
"CA-2018-116645";"30/11/2018";"4/12/18";"Standard Class"
"US-2017-115819";"19/04/2017";"24/04/2017";"Second Class"
"US-2017-115819";"19/04/2017";"24/04/2017";"Second Class"
"US-2017-115819";"19/04/2017";"24/04/2017";"Second Class"
"US-2017-115819";"19/04/2017";"24/04/2017";"Second Class"
"US-2017-115819";"19/04/2017";"24/04/2017";"Second Class"
"US-2017-115819";"19/04/2017";"24/04/2017";"Second Class"
"CA-2015-156349";"26/05/2015";"30/05/2015";"Standard Class"
"CA-2015-156349";"26/05/2015";"30/05/2015";"Standard Class"
"CA-2015-156349";"26/05/2015";"30/05/2015";"Standard Class"
"CA-2018-138380";"21/12/2018";"25/12/2018";"Standard Class"
"US-2017-113509";"15/03/2017";"19/03/2017";"Standard Class"
"CA-2016-130022";"10/8/16";"16/08/2016";"Standard Class"
"CA-2016-130022";"10/8/16";"16/08/2016";"Standard Class"
"CA-2016-130022";"10/8/16";"16/08/2016";"Standard Class"
"US-2017-118780";"10/9/17";"14/09/2017";"Second Class"
"US-2017-118780";"10/9/17";"14/09/2017";"Second Class"
"CA-2018-108560";"8/7/18";"15/07/2018";"Standard Class"
"CA-2018-108560";"8/7/18";"15/07/2018";"Standard Class"
"CA-2018-108560";"8/7/18";"15/07/2018";"Standard Class"
"CA-2018-108560";"8/7/18";"15/07/2018";"Standard Class"
"CA-2016-157084";"19/12/2016";"24/12/2016";"Standard Class"
"CA-2016-157084";"19/12/2016";"24/12/2016";"Standard Class"
"CA-2016-164539";"16/11/2016";"22/11/2016";"Standard Class"
"CA-2016-143119";"24/09/2016";"30/09/2016";"Standard Class"
"CA-2018-101049";"21/06/2018";"25/06/2018";"Second Class"
"CA-2018-101049";"21/06/2018";"25/06/2018";"Second Class"
"CA-2017-106530";"8/5/17";"8/5/17";"Same Day"
"CA-2017-106530";"8/5/17";"8/5/17";"Same Day"
"CA-2017-106530";"8/5/17";"8/5/17";"Same Day"
"CA-2017-106530";"8/5/17";"8/5/17";"Same Day"
"CA-2017-106530";"8/5/17";"8/5/17";"Same Day"
"CA-2015-168984";"26/11/2015";"2/12/15";"Standard Class"
"CA-2015-168984";"26/11/2015";"2/12/15";"Standard Class"
"CA-2015-168984";"26/11/2015";"2/12/15";"Standard Class"
"CA-2017-157266";"26/05/2017";"1/6/17";"Standard Class"
"CA-2017-157266";"26/05/2017";"1/6/17";"Standard Class"
"CA-2017-157266";"26/05/2017";"1/6/17";"Standard Class"
"CA-2017-157266";"26/05/2017";"1/6/17";"Standard Class"
"US-2015-134712";"29/11/2015";"4/12/15";"Standard Class"
"CA-2016-111829";"19/03/2016";"20/03/2016";"First Class"
"CA-2016-111829";"19/03/2016";"20/03/2016";"First Class"
"CA-2016-111829";"19/03/2016";"20/03/2016";"First Class"
"CA-2016-105221";"1/11/16";"3/11/16";"First Class"
"CA-2016-105221";"1/11/16";"3/11/16";"First Class"
"CA-2016-120341";"26/09/2016";"29/09/2016";"Second Class"
"CA-2016-120341";"26/09/2016";"29/09/2016";"Second Class"
"CA-2015-135699";"29/08/2015";"29/08/2015";"Same Day"
"CA-2015-135699";"29/08/2015";"29/08/2015";"Same Day"
"US-2018-132444";"18/11/2018";"21/11/2018";"First Class"
"US-2018-132444";"18/11/2018";"21/11/2018";"First Class"
"US-2018-132444";"18/11/2018";"21/11/2018";"First Class"
"US-2018-132444";"18/11/2018";"21/11/2018";"First Class"
"US-2018-132444";"18/11/2018";"21/11/2018";"First Class"
"CA-2015-127159";"12/5/15";"15/05/2015";"First Class"
"CA-2018-161809";"20/01/2018";"26/01/2018";"Standard Class"
"CA-2018-127285";"30/10/2018";"6/11/18";"Standard Class"
"CA-2018-127285";"30/10/2018";"6/11/18";"Standard Class"
"CA-2018-144526";"30/04/2018";"6/5/18";"Standard Class"
"CA-2018-144526";"30/04/2018";"6/5/18";"Standard Class"
"CA-2017-128531";"24/11/2017";"26/11/2017";"Second Class"
"CA-2017-128531";"24/11/2017";"26/11/2017";"Second Class"
"CA-2017-128531";"24/11/2017";"26/11/2017";"Second Class"
"CA-2017-128531";"24/11/2017";"26/11/2017";"Second Class"
"CA-2017-128531";"24/11/2017";"26/11/2017";"Second Class"
"CA-2017-128531";"24/11/2017";"26/11/2017";"Second Class"
"US-2016-157154";"10/1/16";"15/01/2016";"Standard Class"
"CA-2018-159457";"19/10/2018";"26/10/2018";"Standard Class"
"CA-2017-107615";"22/03/2017";"25/03/2017";"First Class"
"CA-2018-111647";"3/7/18";"7/7/18";"Standard Class"
"CA-2016-150560";"11/12/16";"12/12/16";"First Class"
"CA-2016-143077";"17/09/2016";"21/09/2016";"Standard Class"
"CA-2016-143077";"17/09/2016";"21/09/2016";"Standard Class"
"CA-2017-122728";"18/05/2017";"24/05/2017";"Standard Class"
"CA-2017-122728";"18/05/2017";"24/05/2017";"Standard Class"
"CA-2015-122882";"7/9/15";"13/09/2015";"Standard Class"
"CA-2015-122882";"7/9/15";"13/09/2015";"Standard Class"
"CA-2015-122882";"7/9/15";"13/09/2015";"Standard Class"
"CA-2015-122882";"7/9/15";"13/09/2015";"Standard Class"
"US-2017-101497";"29/09/2017";"1/10/17";"Second Class"
"CA-2017-147585";"7/11/17";"12/11/17";"Standard Class"
"CA-2018-149489";"24/04/2018";"27/04/2018";"First Class"
"CA-2018-149489";"24/04/2018";"27/04/2018";"First Class"
"CA-2018-149489";"24/04/2018";"27/04/2018";"First Class"
"CA-2018-143798";"10/12/18";"12/12/18";"First Class"
"CA-2018-143798";"10/12/18";"12/12/18";"First Class"
"CA-2015-142839";"16/08/2015";"20/08/2015";"Standard Class"
"CA-2018-129833";"9/12/18";"15/12/2018";"Standard Class"
"CA-2018-129833";"9/12/18";"15/12/2018";"Standard Class"
"US-2017-154361";"14/03/2017";"19/03/2017";"Standard Class"
"US-2017-158708";"26/06/2017";"29/06/2017";"Second Class"
"CA-2016-156335";"25/09/2016";"28/09/2016";"Second Class"
"CA-2016-156335";"25/09/2016";"28/09/2016";"Second Class"
"CA-2016-156335";"25/09/2016";"28/09/2016";"Second Class"
"CA-2016-148376";"27/12/2016";"31/12/2016";"Standard Class"
"CA-2016-148376";"27/12/2016";"31/12/2016";"Standard Class"
"CA-2015-135657";"3/6/15";"7/6/15";"Second Class"
"CA-2016-114069";"13/07/2016";"15/07/2016";"Second Class"
"CA-2016-114069";"13/07/2016";"15/07/2016";"Second Class"
"CA-2016-114069";"13/07/2016";"15/07/2016";"Second Class"
"CA-2015-139857";"2/2/15";"6/2/15";"Standard Class"
"CA-2017-106306";"8/3/17";"8/3/17";"Same Day"
"CA-2016-100545";"22/11/2016";"26/11/2016";"Standard Class"
"CA-2018-123491";"30/10/2018";"5/11/18";"Standard Class"
"CA-2018-123491";"30/10/2018";"5/11/18";"Standard Class"
"CA-2018-123491";"30/10/2018";"5/11/18";"Standard Class"
"CA-2018-123491";"30/10/2018";"5/11/18";"Standard Class"
"CA-2018-123491";"30/10/2018";"5/11/18";"Standard Class"
"CA-2018-123491";"30/10/2018";"5/11/18";"Standard Class"
"CA-2016-145401";"30/01/2016";"4/2/16";"Standard Class"
"US-2018-124968";"8/9/18";"13/09/2018";"Second Class"
"CA-2018-104003";"7/10/18";"13/10/2018";"Standard Class"
"CA-2017-154788";"30/04/2017";"4/5/17";"Standard Class"
"CA-2017-169943";"19/05/2017";"24/05/2017";"Standard Class"
"CA-2017-169943";"19/05/2017";"24/05/2017";"Standard Class"
"CA-2017-169943";"19/05/2017";"24/05/2017";"Standard Class"
"CA-2017-169943";"19/05/2017";"24/05/2017";"Standard Class"
"CA-2017-169943";"19/05/2017";"24/05/2017";"Standard Class"
"US-2016-123218";"20/12/2016";"25/12/2016";"Standard Class"
"US-2016-123218";"20/12/2016";"25/12/2016";"Standard Class"
"US-2016-123218";"20/12/2016";"25/12/2016";"Standard Class"
"CA-2016-127453";"19/12/2016";"20/12/2016";"First Class"
"CA-2016-127453";"19/12/2016";"20/12/2016";"First Class"
"CA-2016-127453";"19/12/2016";"20/12/2016";"First Class"
"US-2018-164056";"29/04/2018";"4/5/18";"Second Class"
"CA-2017-106894";"7/2/17";"7/2/17";"Same Day"
"CA-2017-106894";"7/2/17";"7/2/17";"Same Day"
"CA-2015-125136";"28/09/2015";"3/10/15";"Standard Class"
"CA-2015-125136";"28/09/2015";"3/10/15";"Standard Class"
"US-2017-131149";"10/7/17";"14/07/2017";"Standard Class"
"US-2017-131149";"10/7/17";"14/07/2017";"Standard Class"
"CA-2018-101483";"29/07/2018";"1/8/18";"Second Class"
"CA-2018-101483";"29/07/2018";"1/8/18";"Second Class"
"CA-2018-101483";"29/07/2018";"1/8/18";"Second Class"
"CA-2016-130204";"3/9/16";"9/9/16";"Standard Class"
"CA-2016-130204";"3/9/16";"9/9/16";"Standard Class"
"CA-2016-130204";"3/9/16";"9/9/16";"Standard Class"
"CA-2015-110527";"9/8/15";"16/08/2015";"Standard Class"
"CA-2018-152807";"30/10/2018";"3/11/18";"Standard Class"
"CA-2018-152807";"30/10/2018";"3/11/18";"Standard Class"
"CA-2018-152807";"30/10/2018";"3/11/18";"Standard Class"
"CA-2018-152807";"30/10/2018";"3/11/18";"Standard Class"
"CA-2015-133270";"6/6/15";"9/6/15";"First Class"
"CA-2017-155670";"13/08/2017";"17/08/2017";"Second Class"
"CA-2017-155670";"13/08/2017";"17/08/2017";"Second Class"
"US-2015-157406";"25/04/2015";"29/04/2015";"Standard Class"
"US-2015-157406";"25/04/2015";"29/04/2015";"Standard Class"
"CA-2016-139094";"22/11/2016";"27/11/2016";"Standard Class"
"CA-2018-168837";"14/10/2018";"17/10/2018";"First Class"
"CA-2018-116715";"2/12/18";"5/12/18";"First Class"
"CA-2018-116715";"2/12/18";"5/12/18";"First Class"
"CA-2018-116715";"2/12/18";"5/12/18";"First Class"
"CA-2016-135622";"8/12/16";"11/12/16";"Second Class"
"CA-2016-135622";"8/12/16";"11/12/16";"Second Class"
"US-2016-107349";"13/07/2016";"15/07/2016";"First Class"
"CA-2015-139017";"11/5/15";"17/05/2015";"Standard Class"
"CA-2015-141817";"5/1/15";"12/1/15";"Standard Class"
"CA-2016-130785";"5/9/16";"9/9/16";"Standard Class"
"CA-2016-130785";"5/9/16";"9/9/16";"Standard Class"
"CA-2016-130785";"5/9/16";"9/9/16";"Standard Class"
"CA-2017-110254";"4/8/17";"8/8/17";"Standard Class"
"CA-2017-110254";"4/8/17";"8/8/17";"Standard Class"
"CA-2017-110254";"4/8/17";"8/8/17";"Standard Class"
"CA-2017-110254";"4/8/17";"8/8/17";"Standard Class"
"US-2015-158057";"22/03/2015";"26/03/2015";"Standard Class"
"US-2015-158057";"22/03/2015";"26/03/2015";"Standard Class"
"CA-2018-146024";"2/3/18";"8/3/18";"Standard Class"
"CA-2018-146024";"2/3/18";"8/3/18";"Standard Class"
"CA-2017-129686";"27/11/2017";"29/11/2017";"Second Class"
"CA-2017-129686";"27/11/2017";"29/11/2017";"Second Class"
"CA-2015-118976";"28/04/2015";"3/5/15";"Standard Class"
"CA-2015-118976";"28/04/2015";"3/5/15";"Standard Class"
"CA-2015-118976";"28/04/2015";"3/5/15";"Standard Class"
"CA-2015-118976";"28/04/2015";"3/5/15";"Standard Class"
"CA-2016-105347";"24/11/2016";"28/11/2016";"Standard Class"
"CA-2016-105347";"24/11/2016";"28/11/2016";"Standard Class"
"CA-2017-124667";"11/11/17";"16/11/2017";"Standard Class"
"CA-2017-124667";"11/11/17";"16/11/2017";"Standard Class"
"CA-2016-111094";"9/7/16";"13/07/2016";"Standard Class"
"CA-2016-111094";"9/7/16";"13/07/2016";"Standard Class"
"CA-2018-166317";"22/09/2018";"26/09/2018";"Standard Class"
"CA-2018-166317";"22/09/2018";"26/09/2018";"Standard Class"
"CA-2018-166317";"22/09/2018";"26/09/2018";"Standard Class"
"CA-2018-166317";"22/09/2018";"26/09/2018";"Standard Class"
"CA-2016-154326";"15/02/2016";"19/02/2016";"Standard Class"
"CA-2016-154326";"15/02/2016";"19/02/2016";"Standard Class"
"CA-2016-154326";"15/02/2016";"19/02/2016";"Standard Class"
"CA-2015-102008";"30/09/2015";"4/10/15";"Standard Class"
"CA-2015-120474";"1/12/15";"3/12/15";"First Class"
"CA-2015-120474";"1/12/15";"3/12/15";"First Class"
"CA-2015-104773";"8/12/15";"13/12/2015";"Standard Class"
"CA-2017-140774";"5/9/17";"10/9/17";"Standard Class"
"US-2018-139465";"27/08/2018";"30/08/2018";"First Class"
"US-2018-139465";"27/08/2018";"30/08/2018";"First Class"
"US-2018-139465";"27/08/2018";"30/08/2018";"First Class"
"CA-2017-100965";"7/7/17";"11/7/17";"Standard Class"
"CA-2017-121034";"8/8/17";"10/8/17";"Second Class"
"CA-2017-121034";"8/8/17";"10/8/17";"Second Class"
"CA-2017-149461";"13/11/2017";"19/11/2017";"Standard Class"
"CA-2018-158379";"22/09/2018";"26/09/2018";"Second Class"
"CA-2018-158379";"22/09/2018";"26/09/2018";"Second Class"
"CA-2018-158379";"22/09/2018";"26/09/2018";"Second Class"
"US-2017-116729";"25/12/2017";"28/12/2017";"First Class"
"US-2017-116729";"25/12/2017";"28/12/2017";"First Class"
"US-2017-116729";"25/12/2017";"28/12/2017";"First Class"
"CA-2017-164938";"11/2/17";"13/02/2017";"First Class"
"CA-2017-165484";"23/10/2017";"29/10/2017";"Standard Class"
"CA-2017-165484";"23/10/2017";"29/10/2017";"Standard Class"
"CA-2015-132612";"9/6/15";"11/6/15";"Second Class"
"US-2018-161193";"20/11/2018";"26/11/2018";"Standard Class"
"US-2018-161193";"20/11/2018";"26/11/2018";"Standard Class"
"CA-2016-131597";"14/09/2016";"18/09/2016";"Standard Class"
"CA-2016-164833";"4/6/16";"4/6/16";"Same Day"
"CA-2016-164833";"4/6/16";"4/6/16";"Same Day"
"CA-2016-125423";"13/12/2016";"15/12/2016";"Second Class"
"US-2015-130379";"25/05/2015";"29/05/2015";"Standard Class"
"US-2015-130379";"25/05/2015";"29/05/2015";"Standard Class"
"CA-2017-168956";"16/02/2017";"20/02/2017";"Standard Class"
"CA-2017-168956";"16/02/2017";"20/02/2017";"Standard Class"
"CA-2017-168956";"16/02/2017";"20/02/2017";"Standard Class"
"CA-2017-168956";"16/02/2017";"20/02/2017";"Standard Class"
"CA-2017-167507";"22/12/2017";"28/12/2017";"Standard Class"
"CA-2017-167507";"22/12/2017";"28/12/2017";"Standard Class"
"CA-2017-167507";"22/12/2017";"28/12/2017";"Standard Class"
"CA-2017-109344";"8/2/17";"11/2/17";"Second Class"
"US-2016-140851";"13/07/2016";"15/07/2016";"Second Class"
"CA-2015-103373";"18/05/2015";"24/05/2015";"Standard Class"
"CA-2018-145884";"21/10/2018";"21/10/2018";"Same Day"
"CA-2018-145884";"21/10/2018";"21/10/2018";"Same Day"
"CA-2016-131422";"5/11/16";"9/11/16";"Standard Class"
"CA-2018-162691";"1/8/18";"7/8/18";"Standard Class"
"CA-2018-162691";"1/8/18";"7/8/18";"Standard Class"
"CA-2015-141278";"21/06/2015";"24/06/2015";"First Class"
"CA-2018-122693";"19/02/2018";"21/02/2018";"Second Class"
"CA-2015-117345";"1/8/15";"5/8/15";"Standard Class"
"CA-2015-117345";"1/8/15";"5/8/15";"Standard Class"
"CA-2015-117345";"1/8/15";"5/8/15";"Standard Class"
"CA-2015-117345";"1/8/15";"5/8/15";"Standard Class"
"CA-2017-157763";"18/07/2017";"23/07/2017";"Standard Class"
"CA-2016-135391";"9/2/16";"11/2/16";"Second Class"
"CA-2016-135391";"9/2/16";"11/2/16";"Second Class"
"US-2018-113852";"29/07/2018";"2/8/18";"Standard Class"
"US-2018-158512";"12/1/18";"17/01/2018";"Second Class"
"US-2018-158512";"12/1/18";"17/01/2018";"Second Class"
"CA-2018-128370";"10/9/18";"10/9/18";"Same Day"
"CA-2018-128370";"10/9/18";"10/9/18";"Same Day"
"CA-2016-160472";"20/07/2016";"25/07/2016";"Second Class"
"CA-2016-160472";"20/07/2016";"25/07/2016";"Second Class"
"CA-2016-160472";"20/07/2016";"25/07/2016";"Second Class"
"CA-2016-160472";"20/07/2016";"25/07/2016";"Second Class"
"CA-2016-160472";"20/07/2016";"25/07/2016";"Second Class"
"CA-2016-160472";"20/07/2016";"25/07/2016";"Second Class"
"CA-2015-114643";"13/06/2015";"17/06/2015";"Standard Class"
"US-2018-158218";"12/5/18";"15/05/2018";"Second Class"
"US-2018-158218";"12/5/18";"15/05/2018";"Second Class"
"CA-2016-121608";"3/9/16";"5/9/16";"First Class"
"CA-2016-121608";"3/9/16";"5/9/16";"First Class"
"US-2018-121251";"26/03/2018";"27/03/2018";"First Class"
"US-2018-121251";"26/03/2018";"27/03/2018";"First Class"
"CA-2015-151078";"12/11/15";"12/11/15";"Same Day"
"US-2017-100839";"13/10/2017";"17/10/2017";"Standard Class"
"US-2017-100839";"13/10/2017";"17/10/2017";"Standard Class"
"US-2018-116659";"12/11/18";"12/11/18";"Same Day"
"CA-2018-118857";"15/04/2018";"18/04/2018";"First Class"
"CA-2016-127110";"25/06/2016";"1/7/16";"Standard Class"
"CA-2016-127110";"25/06/2016";"1/7/16";"Standard Class"
"CA-2017-148201";"26/08/2017";"29/08/2017";"Second Class"
"CA-2015-116932";"21/07/2015";"25/07/2015";"Standard Class"
"CA-2015-116932";"21/07/2015";"25/07/2015";"Standard Class"
"CA-2015-116932";"21/07/2015";"25/07/2015";"Standard Class"
"CA-2018-142888";"21/11/2018";"25/11/2018";"Standard Class"
"CA-2015-147914";"4/6/15";"9/6/15";"Standard Class"
"US-2017-112977";"10/3/17";"16/03/2017";"Standard Class"
"CA-2018-112039";"25/03/2018";"29/03/2018";"Standard Class"
"CA-2018-118885";"29/12/2018";"2/1/19";"Standard Class"
"CA-2018-118885";"29/12/2018";"2/1/19";"Standard Class"
"US-2018-166611";"28/03/2018";"2/4/18";"Standard Class"
"CA-2016-109512";"5/3/16";"5/3/16";"Same Day"
"CA-2016-109512";"5/3/16";"5/3/16";"Same Day"
"CA-2016-109512";"5/3/16";"5/3/16";"Same Day"
